row_id,timestamp,close,return,volume_change,anomaly_rf
0,2025-12-18T05:00:00.000Z,86440.9,-0.37403145469341315,-6.068965551312633,0
1,2025-12-18T06:00:00.000Z,86645.93,0.23719095937224655,-36.41353998942414,0
2,2025-12-18T07:00:00.000Z,86833.84,0.2168711213556218,116.84208166771897,0
3,2025-12-18T08:00:00.000Z,86978.98,0.16714681741587523,33.33171089489788,0
4,2025-12-18T09:00:00.000Z,87280.95,0.3471758348971177,-17.730478385481195,0
5,2025-12-18T10:00:00.000Z,87341.95,0.06988924845570121,-32.70575405796158,0
6,2025-12-18T11:00:00.000Z,87300.74,-0.04718236769386541,-39.64594224308495,0
7,2025-12-18T12:00:00.000Z,87259.99,-0.04667772575581708,56.22538359961926,0
8,2025-12-18T13:00:00.000Z,88851.7,1.8241005986821657,611.2129031317518,1
9,2025-12-18T14:00:00.000Z,88345.2,-0.5700509950850696,-3.870643419949804,0
10,2025-12-18T15:00:00.000Z,88513.44,0.19043479442006905,-25.452924942114596,0
11,2025-12-18T16:00:00.000Z,88014.0,-0.5642532930592248,-48.232947715941854,0
12,2025-12-18T17:00:00.000Z,86483.56,-1.7388597268616413,189.18505375930982,1
13,2025-12-18T18:00:00.000Z,85970.0,-0.5938238435143073,-46.74256924597082,0
14,2025-12-18T19:00:00.000Z,84483.79,-1.7287542165871916,176.64166711136397,1
15,2025-12-18T20:00:00.000Z,84582.65,0.11701653062676787,-53.961490506731536,0
16,2025-12-18T21:00:00.000Z,85630.95,1.2393794708489336,-47.05556140593964,1
17,2025-12-18T22:00:00.000Z,85582.88,-0.056136245130988804,-59.05221627129982,0
18,2025-12-18T23:00:00.000Z,85516.41,-0.07766740263940308,-27.14462791054434,0
19,2025-12-19T00:00:00.000Z,85604.88,0.10345382833540917,6.84240186070586,0
20,2025-12-19T01:00:00.000Z,85320.43,-0.33228245866357975,12.1986638656314,0
21,2025-12-19T02:00:00.000Z,85643.44,0.3785845898807594,55.068212814091375,0
22,2025-12-19T03:00:00.000Z,86891.39,1.4571460464455788,275.27223995965943,1
23,2025-12-19T04:00:00.000Z,87103.34,0.24392520363640813,-66.78971731161494,0
24,2025-12-19T05:00:00.000Z,87139.95,0.04203053522402467,15.438844183735556,0
25,2025-12-19T06:00:00.000Z,87483.41,0.39414757525109145,-46.79052773439513,0
26,2025-12-19T07:00:00.000Z,87953.4,0.5372332880028141,324.11256518483924,0
27,2025-12-19T08:00:00.000Z,88102.78,0.16983993796715335,-68.92119426937806,0
28,2025-12-19T09:00:00.000Z,88105.03,0.002553835418139805,-35.22203242639972,0
29,2025-12-19T10:00:00.000Z,88267.09,0.1839395548699052,45.42600713374998,0
30,2025-12-19T11:00:00.000Z,88198.7,-0.07748074622149215,-33.82435362734927,0
31,2025-12-19T12:00:00.000Z,87855.92,-0.38864518411269033,126.06190986392028,0
32,2025-12-19T13:00:00.000Z,87997.14,0.16074044868006343,3.410504830058003,0
33,2025-12-19T14:00:00.000Z,88180.01,0.20781357212291685,126.7302149423847,0
34,2025-12-19T15:00:00.000Z,87951.87,-0.2587207690268989,37.17972118541522,0
35,2025-12-19T16:00:00.000Z,87983.25,0.03567860467321715,-60.19759329952086,0
36,2025-12-19T17:00:00.000Z,86943.25,-1.1820431729903103,77.09147641260721,0
37,2025-12-19T18:00:00.000Z,87155.44,0.2440557490086981,-63.2636771517388,0
38,2025-12-19T19:00:00.000Z,87845.92,0.7922397041423945,72.20575049510354,0
39,2025-12-19T20:00:00.000Z,88099.6,0.28877835191436496,-14.141025178938115,0
40,2025-12-19T21:00:00.000Z,87839.4,-0.29534753846783834,-64.6155488304541,0
41,2025-12-19T22:00:00.000Z,88344.78,0.5753454600099683,-4.356986841318999,0
42,2025-12-19T23:00:00.000Z,88136.94,-0.2352600798824711,-33.929372175645256,0
43,2025-12-20T00:00:00.000Z,88005.63,-0.1489840695626521,9.915439195886577,0
44,2025-12-20T01:00:00.000Z,88075.89,0.07983580141406321,-0.7927802333657419,0
45,2025-12-20T02:00:00.000Z,88204.04,0.14549952319526938,54.18019733718853,0
